Sent_ID,Word_ID,Word,frequency,length,surprisal,role
49,19,short,5.33,5,17.525220615905546,content
49,20,time,6.29,4,18.30840621829426,content
49,21,after,6.11,5,19.958988384101357,function
49,22,1624,2.19,4,14.912722973488275,content
49,23,at,6.7,2,16.9855679505834,function
49,24,the,7.73,3,16.57581034180491,function
49,25,Inner,4.5,5,16.964546167203135,content
49,26,Temple,4.45,6,15.262065140810467,content
49,27,London,5.27,6,14.944846580947035,content
49,28,accompanied,4.25,11,14.426331271346529,content
49,29,the,7.73,3,17.339583918425436,function
49,30,illfated,0.0,8,47.41089213549184,content
49,31,expedition,3.99,10,13.889704124818358,content
49,32,of,7.4,2,16.010806057884377,function
49,33,the,7.73,3,17.354081367962568,function
49,34,duke,4.45,4,15.043667812132805,content
49,35,of,7.4,2,14.779629039638564,function
49,36,Buckingham,3.52,10,13.789827608086894,content
49,37,for,7.01,3,18.352973114508245,function
49,38,the,7.73,3,18.280318011755345,function
49,39,relief,4.55,6,18.455755450108686,content
49,40,of,7.4,2,15.617040083913718,function
49,41,the,7.73,3,17.240936045751738,function
49,42,Protestants,3.35,11,16.799716618755014,content
49,43,of,7.4,2,16.4625095472777,function
49,44,La,5.05,2,15.274925315511386,content
49,45,Rochelle,3.11,8,12.962607567771268,content
49,46,and,7.41,3,17.40331793711278,function
49,47,then,6.07,4,17.813160849286096,function
49,48,travelled,3.98,9,17.027944475755994,content
49,49,in,7.27,2,16.85185075160696,function
49,50,Italy,4.66,5,16.743798867584083,content
49,51,and,7.41,3,17.198325624173968,function
49,52,the,7.73,3,16.308630478175314,function
49,53,Levant,3.21,6,12.931141621969408,content
49,54,returning,4.49,9,16.56690989565746,content
49,55,to,7.43,2,15.975592266154916,function
49,56,England,5.12,7,17.26447152755701,content
49,57,in,7.27,2,15.264534811676858,function
49,58,1629,2.2,4,32.31434034614932,content
50,0,dole,3.33,4,32.819984474159256,content
50,1,graduated,4.14,9,17.454801287613865,content
50,2,from,6.63,4,13.956877796522958,function
50,3,High,5.75,4,16.11240240112447,content
50,4,School,5.71,6,16.551874484388428,content
50,5,in,7.27,2,15.519918041318473,function
50,6,the,7.73,3,16.544819068119434,function
50,7,spring,4.92,6,14.029484744133615,content
50,8,of,7.4,2,15.027970611623253,function
50,9,1941,4.07,4,15.437880940995706,content
50,10,and,7.41,3,17.81451332085248,function
50,11,enrolled,3.92,8,17.390508669276517,content
50,12,at,6.7,2,16.714992461495164,function
50,13,the,7.73,3,15.4756125587338,function
50,14,University,5.39,10,16.662917490675113,content
50,15,of,7.4,2,15.624843968679269,function
50,16,Kansas,4.37,6,13.073292850144158,content
50,17,the,7.73,3,16.526593034711595,function
50,18,following,5.46,9,15.847890332375057,content
50,19,Autumn,4.26,6,31.383743598191877,content
51,0,three,5.78,5,15.914726918083964,content
51,1,other,6.16,5,18.285612325679505,function
51,2,children,5.47,8,15.102235471988228,content
51,3,had,6.33,3,15.481385672357963,function
51,4,been,6.27,4,14.364201506826433,function
51,5,born,5.09,4,14.085083295504544,content
51,6,to,7.43,2,15.85971723530959,function
51,7,them,6.19,4,16.642950992840543,function
51,8,but,6.63,3,15.654240619225947,function
51,9,had,6.33,3,15.741651833422875,function
51,10,died,5.2,4,13.208699606682671,content
51,11,young,5.43,5,30.8912678377932,content
52,0,after,6.11,5,17.587595283720468,function
52,1,the,7.73,3,17.300432411921822,function
52,2,war,5.46,3,16.645662815279348,content
52,3,Dole,3.33,4,34.20613024358332,content
52,4,continued,4.96,9,17.301905959274414,content
52,5,to,7.43,2,16.623957228879256,function
52,6,study,5.26,5,18.164397577490192,content
52,7,law,5.46,3,16.80721506233263,content
52,8,and,7.41,3,15.868105861088074,function
52,9,eventually,4.88,10,17.517888651533962,content
52,10,earned,4.55,6,12.486034011201976,content
52,11,his,6.51,3,16.604012744823997,function
52,12,Law,5.46,3,16.562592443190198,content
52,13,Degree,4.94,6,13.483519627594198,content
52,14,from,6.63,4,16.174691765544566,function
52,15,Washburn,2.92,8,33.75525502263656,content
52,16,University,5.39,10,16.263359141023393,content
52,17,in,7.27,2,16.987004349683403,function
52,18,1952,4.16,4,32.08548096885438,content
53,0,from,6.63,4,17.64876332125694,function
53,1,Dartmouth,3.27,9,16.19125300689205,content
53,2,College,5.27,7,14.359871671608312,content
53,3,in,7.27,2,16.27379367241654,function
53,4,1809,3.03,4,14.845648363790573,content
53,5,and,7.41,3,18.189762954700644,function
53,6,an,6.53,2,16.14610549724875,function
53,7,AM,5.78,2,15.19034699953947,function
53,8,from,6.63,4,17.714036928634805,function
53,9,Dartmouth,3.27,9,15.23956155491037,content
53,10,in,7.27,2,16.1938341225162,function
53,11,1812,3.05,4,29.55995564090903,content
54,0,he,6.69,2,16.574471628850596,function
54,1,began,5.07,5,14.088370227927834,content
54,2,to,7.43,2,16.01732488828268,function
54,3,learn,5.17,5,14.527410290772826,content
54,4,mathematics,4.15,11,14.725160070318504,content
54,5,around,5.77,6,14.909506209986537,content
54,6,age,5.32,3,16.386534491432545,content
54,7,twelve,4.35,6,32.38935367501085,content
55,0,marvin,3.66,6,14.766001134384195,content
55,1,graduated,4.14,9,16.884444903598478,content
55,2,from,6.63,4,16.27406058949068,function
55,3,Woodberry,1.93,9,29.073466252621593,content
55,4,Forest,4.7,6,18.171942800348845,content
55,5,School,5.71,6,16.22199524969908,content
55,6,in,7.27,2,15.333191661762498,function
55,7,1975,4.35,4,14.017886234159427,content
55,8,and,7.41,3,17.004188856157615,function
55,9,spent,5.02,5,14.233427274971561,content
55,10,most,6.0,4,18.882831023898454,function
55,11,summers,3.75,7,13.017307681774088,content
55,12,and,7.41,3,18.918501601548606,function
55,13,holidays,4.22,8,14.975237979146304,content
55,14,at,6.7,2,18.754218269999626,function
55,15,the,7.73,3,16.594681654118784,function
55,16,sprawling,3.19,9,16.243140860587964,content
55,17,family,5.66,6,18.164498015358294,content
55,18,estate,4.82,6,17.16443816264796,content
55,19,the,7.73,3,17.72987997043229,function
55,20,Bush,4.49,4,18.82285860975078,content
55,21,Compound,4.18,8,34.56108317290726,content
56,0,he,6.69,2,16.238879818430185,function
56,1,was,6.82,3,13.584576633241184,function
56,2,a,7.36,1,16.035775187067244,function
56,3,first,6.11,5,15.07421605850966,content
56,4,round,5.14,5,14.127086962290068,content
56,5,draft,4.61,5,15.788963572744631,content
56,6,pick,5.08,4,14.111695202968452,content
56,7,in,7.27,2,15.860333621130282,function
56,8,1992,4.49,4,14.478740576439858,content
56,9,out,6.38,3,15.648717912341441,function
56,10,of,7.4,2,16.861763831602694,function
56,11,Georgia,4.46,7,15.194287466036037,content
56,12,Tech,4.69,4,34.79415818894016,content
57,0,jon,4.31,3,14.84514342272764,content
57,1,Barry,4.26,5,14.381101210030817,content
57,2,played,5.23,6,16.978281389631643,content
57,3,his,6.51,3,15.199902355621408,function
57,4,high,5.75,4,14.89061013217094,content
57,5,school,5.71,6,17.362771307345366,content
57,6,basketball,4.56,10,15.772776565645422,content
57,7,at,6.7,2,16.923539999792613,function
57,8,an,6.53,2,15.255267010587163,function
57,9,athletic,4.12,8,16.334782847996117,content
57,10,powerhouse,3.44,10,13.24182208937764,content
57,11,De,5.23,2,14.712474629990863,content
57,12,La,5.05,2,16.815905001715425,content
57,13,Salle,3.17,5,14.876829506322604,content
57,14,High,5.75,4,16.482903937947615,content
57,15,School,5.71,6,17.19230623139377,content
57,16,in,7.27,2,17.43549933074223,function
57,17,Concord,3.47,7,14.771433034429046,content
57,18,California,5.0,10,16.76989895467902,content
57,19,before,5.93,6,15.489598187901963,function
57,20,receiving,4.59,9,14.255262192325103,content
57,21,a,7.36,1,14.63477974763708,function
57,22,basketball,4.56,10,15.552831393109994,content
57,23,scholarship,4.15,11,14.885131452845053,content
57,24,to,7.43,2,14.604246635733501,function
57,25,attend,4.55,6,15.162078555182452,content
57,26,Georgia,4.46,7,15.940560088104766,content
57,27,Tech,4.69,4,35.094950341854386,content
58,0,he,6.69,2,16.294401321573527,function
58,1,graduated,4.14,9,15.382268631012709,content
58,2,from,6.63,4,15.998604920701567,function
58,3,New,6.25,3,16.007223315301605,content
58,4,York,5.37,4,17.839306339800864,content
58,5,Universitys,1.05,11,30.12583634841836,content
58,6,College,5.27,7,14.144702113322042,content
58,7,of,7.4,2,16.207413872628326,function
58,8,Arts,4.7,4,13.070631934570008,content
58,9,and,7.41,3,17.191149132118763,function
58,10,Sciences,4.39,8,15.082542770533834,content
58,11,in,7.27,2,15.075247954414836,function
58,12,1953,4.17,4,14.852644618027671,content
58,13,and,7.41,3,16.771763246614373,function
58,14,received,5.16,8,15.440902332206065,content
58,15,a,7.36,1,16.92730710777711,function
58,16,scholarship,4.15,11,16.327642128332293,content
58,17,to,7.43,2,15.308748111560668,function
58,18,Harvard,4.24,7,15.162181744772969,content
58,19,Law,5.46,3,15.397513173185189,content
58,20,School,5.71,6,31.879945190738837,content
59,0,at,6.7,2,16.99303887693688,function
59,1,the,7.73,3,15.019211879180112,function
59,2,age,5.32,3,15.82509781562151,content
59,3,of,7.4,2,14.581796708420473,function
59,4,17,5.32,2,15.470428313706192,content
59,5,and,7.41,3,17.357595317484996,function
59,6,having,5.59,6,17.188449692430822,function
59,7,barely,4.49,6,15.496211952723543,content
59,8,passed,4.92,6,18.600396987067928,content
59,9,West,5.29,4,13.577675313427362,content
59,10,Points,5.23,6,14.067719927073435,content
59,11,height,4.53,6,14.386417537734287,content
59,12,requirement,4.26,11,18.234704085162907,content
59,13,for,7.01,3,16.445858874951767,function
59,14,entrance,4.39,8,16.348951466704797,content
59,15,Grant,4.67,5,12.891961222380447,content
59,16,received,5.16,8,13.640459987881941,content
59,17,a,7.36,1,16.09103252485886,function
59,18,cadetship,1.46,9,30.817154322160988,content
59,19,to,7.43,2,16.14350924715133,function
59,20,the,7.73,3,14.965038720019535,function
59,21,United,5.47,6,17.365977063957448,content
59,22,States,5.52,6,15.574876817228192,content
59,23,Military,5.2,8,18.271506996586343,content
59,24,Academy,4.57,7,13.328852190020257,content
59,25,at,6.7,2,16.742035013516833,function
59,26,West,5.29,4,16.469816746147558,content
59,27,Point,5.54,5,17.81620975772059,content
59,28,New,6.25,3,16.04837807572247,content
59,29,York,5.37,4,17.59558628561016,content
59,30,through,5.87,7,17.896767807245936,function
59,31,his,6.51,3,15.82826917570342,function
59,32,US,6.04,2,33.23151831975586,content
60,0,einsteins,2.0,9,27.308197800051932,content
60,1,relationship,5.15,12,14.30455929936842,content
60,2,with,6.85,4,17.29143015204506,function
60,3,Mileva,1.49,6,32.02102875061703,content
60,4,developed,4.95,9,16.70111414950114,content
60,5,into,6.11,4,14.013334885286994,function
60,6,romance,4.32,7,17.315802157464127,content
60,7,over,6.08,4,16.71070390211325,function
60,8,the,7.73,3,16.328023241886605,function
60,9,next,5.7,4,16.881737208743296,content
60,10,few,5.6,3,16.360472928451397,function
60,11,years,5.96,5,28.844877919984402,content
61,0,after,6.11,5,16.160114516057433,function
61,1,Raymond,3.98,7,17.561008141758286,content
61,2,graduated,4.14,9,17.31908771402621,content
61,3,from,6.63,4,14.421402936503403,function
61,4,high,5.75,4,15.550701559961709,content
61,5,school,5.71,6,16.759965236765186,content
61,6,he,6.69,2,15.752078109648782,function
61,7,enrolled,3.92,8,16.504738855301156,content
61,8,in,7.27,2,14.671769776184654,function
61,9,the,7.73,3,14.386557875577392,function
61,10,1Universidad,0.0,12,65.40941038243304,content
61,11,del,4.32,3,12.96264609188506,content
61,12,Sagrado,1.31,7,45.627528356328995,content
61,13,Corazon,2.45,7,31.880433621467287,content
61,14,University,5.39,10,16.501899077770112,content
61,15,of,7.4,2,14.720615600752105,function
61,16,the,7.73,3,14.468022617638088,function
61,17,Sacred,4.24,6,14.586415474492044,content
61,18,Heart,5.31,5,15.810953962414553,content
61,19,of,7.4,2,14.889746091333004,function
61,20,San,4.97,3,15.028263670060324,content
61,21,Juan,4.12,4,12.573398446117869,content
61,22,where,6.0,5,15.625350285603409,function
61,23,he,6.69,2,15.069075841040672,function
61,24,earned,4.55,6,12.51048031312622,content
61,25,a,7.36,1,15.359360541917782,function
61,26,Bachelors,3.19,9,29.37216021719529,content
61,27,Degree,4.94,6,13.211244949915441,content
61,28,in,7.27,2,16.143827071090122,function
61,29,Radio,5.01,5,17.176882827264393,content
61,30,and,7.41,3,18.76110583120138,function
61,31,Television,4.79,10,16.326182339591767,content
61,32,Production,5.14,10,34.060247679815454,content
62,0,in,7.27,2,15.417164598803376,function
62,1,1928,3.96,4,14.025518136274115,content
62,2,Reagan,3.95,6,15.509266123854633,content
62,3,entered,4.72,7,14.177543920330804,content
62,4,Eureka,3.32,6,16.1944725221162,content
62,5,College,5.27,7,14.171946916941124,content
62,6,in,7.27,2,16.27988873756312,function
62,7,Eureka,3.32,6,18.236020784337914,content
62,8,Illinois,4.44,8,14.211800112660262,content
62,9,majoring,2.96,8,34.29149142458196,content
62,10,in,7.27,2,15.280512687872616,function
62,11,economics,4.42,9,16.35756710958242,content
62,12,and,7.41,3,15.981057186868732,function
62,13,sociology,3.78,9,15.283313941289869,content
62,14,and,7.41,3,15.599910611887783,function
62,15,graduating,3.76,10,15.229900257515501,content
62,16,in,7.27,2,15.291178363948523,function
62,17,1932,4.0,4,32.33023154308905,content
63,0,he,6.69,2,15.73755451874872,function
63,1,received,5.16,8,15.420905565424944,content
63,2,an,6.53,2,16.34597410305306,function
63,3,AB,4.06,2,16.69181332774248,content
63,4,degree,4.94,6,15.832499948914645,content
63,5,in,7.27,2,14.821200686005124,function
63,6,1938,4.05,4,14.392655692446384,content
63,7,and,7.41,3,15.503996575432199,function
63,8,a,7.36,1,15.553259285945341,function
63,9,Juris,2.76,5,13.258906157983748,content
63,10,Doctor,4.9,6,16.36161902083675,content
63,11,JD,3.47,2,12.84378819394317,content
63,12,degree,4.94,6,14.155069227516051,content
63,13,in,7.27,2,14.679291609402789,function
63,14,1941,4.07,4,15.55559137069104,content
63,15,both,5.79,4,14.403581406290396,function
63,16,from,6.63,4,15.96238950201348,function
63,17,Harvard,4.24,7,15.206805051296437,content
63,18,University,5.39,10,33.94383331137702,content
64,0,he,6.69,2,15.686277547428672,function
64,1,kept,5.0,4,12.980980818328243,content
64,2,his,6.51,3,14.934822056193543,function
64,3,Swiss,4.21,5,16.42624184586375,content
64,4,passport,4.05,8,14.46698246656567,content
64,5,for,7.01,3,16.6989334094882,function
64,6,his,6.51,3,15.20670598928954,function
64,7,whole,5.46,5,17.664902173213907,content
64,8,life,5.89,4,31.636947463681757,content
65,0,he,6.69,2,15.818197871668893,function
65,1,was,6.82,3,13.506650606204643,function
65,2,educated,4.29,8,15.977043799728198,content
65,3,at,6.7,2,15.501946542233913,function
65,4,a,7.36,1,15.545484294265135,function
65,5,religious,4.85,9,13.811505677262849,content
65,6,Imam,3.5,4,15.312933481352065,content
65,7,Hatip,0.0,5,33.31441670919415,content
65,8,school,5.71,6,16.943931638740114,content
65,9,and,7.41,3,16.779623541689407,function
65,10,at,6.7,2,15.673883789676895,function
65,11,Marmara,2.23,7,31.117038406678656,content
65,12,Universitys,1.05,11,29.833214059350723,content
65,13,faculty,4.32,7,14.97599883039372,content
65,14,of,7.4,2,15.534526935613364,function
65,15,economics,4.42,9,16.875576102258787,content
65,16,and,7.41,3,18.60721025176451,function
65,17,business,5.56,8,32.37134227595129,content
66,0,he,6.69,2,16.424037716210293,function
66,1,was,6.82,3,13.82632370246119,function
66,2,educated,4.29,8,16.084781987395903,content
66,3,at,6.7,2,17.65014468590867,function
66,4,Marlborough,3.06,11,18.968032604997095,content
66,5,College,5.27,7,14.929304852753864,content
66,6,and,7.41,3,15.906749674806344,function
66,7,in,7.27,2,15.654942308441468,function
66,8,1910,3.82,4,17.54056559594613,content
66,9,he,6.69,2,16.749234895212552,function
66,10,graduated,4.14,9,14.36324390742643,content
66,11,from,6.63,4,16.373992140670424,function
66,12,Trinity,3.9,7,14.742490418080648,content
66,13,College,5.27,7,15.478256963973466,content
66,14,Cambridge,4.39,9,16.503034163265806,content
66,15,in,7.27,2,16.19916420883174,function
66,16,mathematics,4.15,11,30.068778008306907,content
67,0,he,6.69,2,15.704752611714957,function
67,1,was,6.82,3,14.734374212821129,function
67,2,elected,4.63,7,15.857012292176819,content
67,3,the,7.73,3,15.862108482087187,function
67,4,Natrona,1.72,7,29.72918381763562,content
67,5,County,5.19,6,19.55812296630308,content
67,6,High,5.75,4,15.821261914576667,content
67,7,School,5.71,6,16.088348219644192,content
67,8,senior,4.92,6,17.2830071297364,content
67,9,class,5.36,5,15.544082291695302,content
67,10,president,5.45,9,14.660992655350986,content
67,11,represented,4.53,11,15.472837446679478,content
67,12,the,7.73,3,15.260101786868217,function
67,13,school,5.71,6,12.371335341688551,content
67,14,at,6.7,2,16.750301187647903,function
67,15,Boys,5.03,4,17.59018878209548,content
67,16,State,5.78,5,14.526371515561614,content
67,17,and,7.41,3,16.477013876120864,function
67,18,played,5.23,6,17.716967513005507,content
67,19,halfback,3.0,8,29.392956359337624,content
67,20,on,6.91,2,17.35789250350569,function
67,21,the,7.73,3,13.888282860191628,function
67,22,football,5.11,8,15.493663857768361,content
67,23,team,5.67,4,33.834661476331725,content
68,0,following,5.46,9,16.80002893924898,content
68,1,high,5.75,4,16.19824513354553,content
68,2,school,5.71,6,16.307002834367548,content
68,3,Cheney,3.36,6,12.77083177758596,content
68,4,earned,4.55,6,14.086860908183862,content
68,5,an,6.53,2,17.296468555784735,function
68,6,academic,4.57,8,16.00833225943437,content
68,7,scholarship,4.15,11,13.424759347169807,content
68,8,and,7.41,3,18.555776432266875,function
68,9,attended,4.47,8,17.084052095773476,content
68,10,Yale,3.88,4,14.100865799408922,content
68,11,University,5.39,10,17.58029221243423,content
68,12,in,7.27,2,17.075563032126887,function
68,13,1959,4.22,4,31.114260542901924,content
69,0,since,5.75,5,17.129396353569362,content
69,1,then,6.07,4,16.23060263740946,function
69,2,Miguel,3.77,6,15.012005118178358,content
69,3,has,6.37,3,15.041887447731073,function
69,4,been,6.27,4,13.860002033083749,function
69,5,cast,4.79,4,18.859240507644905,content
69,6,in,7.27,2,16.002988414506756,function
69,7,many,5.91,4,17.854145002917306,content
69,8,major,5.3,5,15.819125202122347,content
69,9,movies,4.79,6,12.776148105289431,content
69,10,usually,5.15,7,17.177349244213534,content
69,11,in,7.27,2,16.2833930560571,function
69,12,the,7.73,3,16.396638816136036,function
69,13,role,5.16,4,15.704993387426166,content
69,14,of,7.4,2,14.481709684924352,function
69,15,villain,3.88,7,31.803964631448856,content
70,0,mrs,4.89,3,16.668606676765656,content
70,1,Cheney,3.36,6,14.57811627969201,content
70,2,has,6.37,3,16.410947772687823,function
70,3,a,7.36,1,14.759204380022098,function
70,4,BA,4.13,2,16.088280802445055,content
70,5,with,6.85,4,16.57104023100058,function
70,6,highest,4.86,7,15.816212503947334,content
70,7,honors,3.86,6,14.128314230486627,content
70,8,from,6.63,4,15.96730682996695,function
70,9,Colorado,4.46,8,15.633055108362063,content
70,10,College,5.27,7,15.008880537377483,content
70,11,an,6.53,2,16.438302645203457,function
70,12,MA,4.63,2,15.044970752695741,function
70,13,from,6.63,4,15.024701565395654,function
70,14,The,7.73,3,14.668766271169986,function
70,15,University,5.39,10,15.959362607358294,content
70,16,of,7.4,2,15.263911546550132,function
70,17,Colorado,4.46,8,15.115043363963284,content
70,18,and,7.41,3,16.500808019833038,function
70,19,a,7.36,1,15.385733049531689,function
70,20,PhD,4.07,3,14.825427331632728,content
70,21,from,6.63,4,15.228322144711184,function
70,22,The,7.73,3,14.363970362143673,function
70,23,University,5.39,10,15.662493034744948,content
70,24,of,7.4,2,15.460992657549255,function
70,25,Wisconsin,4.36,9,16.967933537494527,content
70,26,specializing,3.51,12,15.938925564990965,content
70,27,in,7.27,2,15.947721445686692,function
70,28,British,5.18,7,17.75988337577121,content
70,29,literature,4.62,10,34.22515702821357,content
71,0,he,6.69,2,15.57206593278249,function
71,1,attended,4.47,8,15.767963803143678,content
71,2,the,7.73,3,15.333849323419397,function
71,3,University,5.39,10,15.915813848437418,content
71,4,of,7.4,2,15.657257882852685,function
71,5,WisconsinMadison,0.0,16,47.0776269063723,content
71,6,as,6.77,2,16.53204144509093,function
71,7,a,7.36,1,16.588125675467897,function
71,8,doctoral,3.55,8,14.03425760666036,content
71,9,candidate,4.66,9,17.20512513025848,content
71,10,in,7.27,2,15.210052083744726,function
71,11,political,5.29,9,17.486356664394172,content
71,12,science,5.12,7,14.667311985874289,content
71,13,and,7.41,3,16.1029406036046,function
71,14,completed,4.77,9,14.827760792239634,content
71,15,all,6.52,3,16.96236267546778,function
71,16,required,5.02,8,16.38280590756184,content
71,17,coursework,3.0,10,32.451940225451644,content
71,18,as,6.77,2,15.996326494542936,function
71,19,an,6.53,2,16.584172826220463,function
71,20,ABD,3.14,3,13.264350440779461,content
71,21,but,6.63,3,16.4642238703415,function
71,22,left,5.62,4,17.985114607063558,content
71,23,and,7.41,3,17.803971472285195,function
71,24,entered,4.72,7,14.386255186111873,content
71,25,politics,4.87,8,14.331352820511638,content
71,26,before,5.93,6,17.372872880326444,function
71,27,completing,4.06,10,16.584416353654085,content
71,28,his,6.51,3,15.02125228134995,function
71,29,thesis,4.05,6,30.90378955063722,content
72,0,refocusing,2.23,10,48.7035123635155,content
72,1,on,6.91,2,16.86573594290702,function
72,2,academics,3.78,9,13.905541663171013,content
72,3,Cheney,3.36,6,15.21066296612059,content
72,4,first,6.11,5,14.663703101928585,content
72,5,matriculated,2.36,12,52.915377114174134,content
72,6,to,7.43,2,14.984680514609275,function
72,7,Casper,3.2,6,16.465319055862196,content
72,8,Community,5.34,9,17.88771464050452,content
72,9,College,5.27,7,14.679771784963998,content
72,10,in,7.27,2,15.404056769085216,function
72,11,1963,4.25,4,15.596630558770528,content
72,12,and,7.41,3,15.999680844165365,function
72,13,thereafter,3.97,10,16.89404291137783,content
72,14,to,7.43,2,16.395604168508445,function
72,15,the,7.73,3,15.029382245221536,function
72,16,University,5.39,10,16.54853389337807,content
72,17,of,7.4,2,15.984498215747195,function
72,18,Wyoming,3.78,7,14.146691608627222,content
72,19,where,6.0,5,16.143838077979776,function
72,20,he,6.69,2,16.972288138214374,function
72,21,began,5.07,5,13.674406611439846,content
72,22,earning,4.23,7,13.824722200016355,content
72,23,straight,5.04,8,15.97042453146179,content
72,24,As,6.77,2,34.15269592189085,function
73,0,he,6.69,2,16.204656646769696,function
73,1,was,6.82,3,15.184948120163584,function
73,2,reelected,2.95,9,12.136671205961681,content
73,3,several,5.39,7,15.42377286018013,content
73,4,times,5.56,5,13.925666385044375,content
73,5,and,7.41,3,16.728837752820223,function
73,6,served,4.81,6,18.556306138831534,content
73,7,until,5.61,5,16.803698361087786,function
73,8,1784,2.85,4,31.6077145406187,content
74,0,he,6.69,2,16.0455933326397,function
74,1,graduated,4.14,9,15.56439963413763,content
74,2,from,6.63,4,15.837997890297427,function
74,3,Princeton,3.85,9,14.843259868735391,content
74,4,University,5.39,10,17.444026918502612,content
74,5,in,7.27,2,15.222814572299955,function
74,6,1952,4.16,4,15.710582135648604,content
74,7,and,7.41,3,15.910128789930496,function
74,8,attended,4.47,8,17.11046587922359,content
74,9,Harvard,4.24,7,16.009986044605064,content
74,10,University,5.39,10,17.416925204449047,content
74,11,in,7.27,2,16.600745074457606,function
74,12,195455,0.0,6,46.09659246243102,content
75,0,haeck,0.0,5,31.765439141794378,content
75,1,was,6.82,3,14.459379457536325,function
75,2,educated,4.29,8,16.896376371984736,content
75,3,at,6.7,2,17.58377589301011,function
75,4,Trent,3.8,5,18.131381036108152,content
75,5,University,5.39,10,16.062158701570805,content
75,6,in,7.27,2,16.8355137756362,function
75,7,Peterborough,3.23,12,17.510908907631347,content
75,8,and,7.41,3,17.99155501337307,function
75,9,State,5.78,5,17.13868479257716,content
75,10,University,5.39,10,15.684922324139873,content
75,11,of,7.4,2,16.17591903374112,function
75,12,New,6.25,3,17.01964528095596,content
75,13,York,5.37,4,17.067115244316508,content
75,14,at,6.7,2,17.94440837739614,function
75,15,Buffalo,4.14,7,16.950826079247904,content
75,16,in,7.27,2,16.809490736768847,function
75,17,Buffalo,4.14,7,16.188537056869624,content
75,18,New,6.25,3,15.336346511509925,content
75,19,York,5.37,4,32.3257379803873,content
76,0,after,6.11,5,15.823100065149088,function
76,1,attending,4.31,9,17.14524902639529,content
76,2,the,7.73,3,16.281699370911404,function
76,3,Douglas,4.21,7,17.878627077232927,content
76,4,School,5.71,6,15.1985856564464,content
76,5,in,7.27,2,16.5340488265918,function
76,6,Columbus,4.04,8,17.997812430142062,content
76,7,and,7.41,3,17.331401671827987,function
76,8,St,5.2,2,15.461910356974258,content
76,9,Georges,3.41,7,17.007570723004182,content
76,10,School,5.71,6,15.299741724100285,content
76,11,in,7.27,2,16.483717071920893,function
76,12,Newport,3.78,7,16.321321421947783,content
76,13,Rhode,3.79,5,15.408671407573166,content
76,14,Island,5.01,6,16.360940721261745,content
76,15,as,6.77,2,13.945835134476358,function
76,16,well,6.03,4,15.63133803357585,content
76,17,as,6.77,2,15.046292955315574,function
76,18,the,7.73,3,16.492164859731275,function
76,19,famous,4.84,6,15.997878465984321,content
76,20,Stonyhurst,2.02,10,32.2244388231679,content
76,21,College,5.27,7,14.431511388790517,content
76,22,in,7.27,2,16.04795155874833,function
76,23,England,5.12,7,16.451775078141445,content
76,24,where,6.0,5,15.379401336257525,function
76,25,he,6.69,2,16.17062609567817,function
76,26,designed,4.96,8,16.669761024318245,content
76,27,the,7.73,3,15.286757721890746,function
76,28,boys,5.03,4,16.010781292382653,content
76,29,golf,4.56,4,17.37033028881609,content
76,30,course,5.44,6,17.50504911475115,content
76,31,still,5.92,5,18.81521845246885,content
76,32,in,7.27,2,18.7781527515549,function
76,33,use,5.81,3,15.426360855110312,content
76,34,today,5.55,5,14.847014593969027,content
76,35,from,6.63,4,16.35140187551429,function
76,36,1908,3.8,4,15.153812381051381,content
76,37,to,7.43,2,16.394398914091198,function
76,38,1913,3.84,4,17.21495978616542,content
76,39,Bush,4.49,4,17.261736315477687,content
76,40,entered,4.72,7,13.971869180233368,content
76,41,Yale,3.88,4,14.751350964253099,content
76,42,University,5.39,10,35.3831822578108,content
77,0,the,7.73,3,18.39195676594462,function
77,1,son,5.28,3,15.98661016269979,content
77,2,of,7.4,2,14.0136747230051,function
77,3,Sir,5.06,3,16.077802243493288,content
77,4,Mortimer,3.23,8,18.53990312152284,content
77,5,Margesson,0.0,9,38.147189736332166,content
77,6,he,6.69,2,15.959278679824672,function
77,7,grew,4.69,4,17.536619626004732,content
77,8,up,6.39,2,19.761933414465165,function
77,9,in,7.27,2,17.723103853988295,function
77,10,Worcestershire,3.08,14,16.85475932219835,content
77,11,and,7.41,3,16.591757949054116,function
77,12,was,6.82,3,14.076669904224335,function
77,13,educated,4.29,8,15.260326052244944,content
77,14,at,6.7,2,17.446993275264692,function
77,15,Harrow,3.08,6,15.158402254037608,content
77,16,School,5.71,6,31.714768925266576,content
78,0,keynes,3.26,6,15.48093851746572,content
78,1,was,6.82,3,13.24948013285526,function
78,2,educated,4.29,8,16.180607968734247,content
78,3,at,6.7,2,17.086872611247625,function
78,4,Oundle,1.73,6,44.562741113139936,content
78,5,School,5.71,6,31.30746310115879,content
79,0,the,7.73,3,17.352782554983254,function
79,1,boycott,3.81,7,17.972851556126436,content
79,2,lasted,4.09,6,18.08748831188555,content
79,3,for,7.01,3,14.768879436029037,function
79,4,381,3.35,3,15.037407643641398,content
79,5,days,5.61,4,30.283970956233695,content
80,0,he,6.69,2,15.878148272037254,function
80,1,graduated,4.14,9,15.763265237122106,content
80,2,from,6.63,4,16.561918271198817,function
80,3,Dartmouth,3.27,9,16.403919873642966,content
80,4,College,5.27,7,13.130435117789231,content
